 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0,125.000,125.000,125.000,190,216,0.000,0.000
2,0,125.000,125.000,125.000,65,98,0.000,0.000
3,0,127.000,127.000,127.000,120,338,0.000,0.000
4,0,127.000,127.000,127.000,16,252,0.000,0.000
5,0,130.000,130.000,130.000,260,224,0.000,0.000
6,0,130.000,130.000,130.000,187,176,0.000,0.000
7,0,131.000,131.000,131.000,37,230,0.000,0.000
8,0,131.000,131.000,131.000,16,88,0.000,0.000
9,0,133.000,133.000,133.000,284,749,0.000,0.000
10,0,133.000,133.000,133.000,98,238,0.000,0.000
11,0,133.000,133.000,133.000,232,191,0.000,0.000
12,0,133.000,133.000,133.000,195,161,0.000,0.000
13,0,133.000,133.000,133.000,103,104,0.000,0.000
14,0,134.000,134.000,134.000,25,151,0.000,0.000
15,0,136.000,136.000,136.000,25,119,0.000,0.000
16,0,138.000,138.000,138.000,26,142,0.000,0.000
17,0,138.000,138.000,138.000,82,133,0.000,0.000
18,0,139.000,139.000,139.000,205,178,0.000,0.000
19,0,139.000,139.000,139.000,151,63,0.000,0.000
20,0,141.000,141.000,141.000,75,130,0.000,0.000
21,0,142.000,142.000,142.000,157,126,0.000,0.000
22,0,143.000,143.000,143.000,133,77,0.000,0.000
23,0,144.000,144.000,144.000,220,213,0.000,0.000
24,0,144.000,144.000,144.000,36,99,0.000,0.000
25,0,144.000,144.000,144.000,119,69,0.000,0.000
26,0,145.000,145.000,145.000,48,140,0.000,0.000
27,0,145.000,145.000,145.000,208,108,0.000,0.000
28,0,145.000,145.000,145.000,135,98,0.000,0.000
29,0,145.000,145.000,145.000,270,75,0.000,0.000
30,0,145.000,145.000,145.000,102,58,0.000,0.000
31,0,146.000,146.000,146.000,42,148,0.000,0.000
32,0,146.000,146.000,146.000,42,115,0.000,0.000
33,0,146.000,146.000,146.000,254,27,0.000,0.000
34,0,147.000,147.000,147.000,61,85,0.000,0.000
35,0,151.000,151.000,151.000,71,63,0.000,0.000
36,0,152.000,152.000,152.000,260,78,0.000,0.000
37,0,154.000,154.000,154.000,104,65,0.000,0.000
