 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0,102.000,102.000,102.000,142,587,0.000,0.000
2,0,108.000,108.000,108.000,136,614,0.000,0.000
3,0,110.000,110.000,110.000,154,610,0.000,0.000
4,0,110.000,110.000,110.000,170,515,0.000,0.000
5,0,111.000,111.000,111.000,152,336,0.000,0.000
6,0,112.000,112.000,112.000,142,558,0.000,0.000
7,0,113.000,113.000,113.000,120,706,0.000,0.000
8,0,115.000,115.000,115.000,162,578,0.000,0.000
9,0,115.000,115.000,115.000,152,540,0.000,0.000
10,0,116.000,116.000,116.000,146,718,0.000,0.000
11,0,117.000,117.000,117.000,154,592,0.000,0.000
12,0,120.000,120.000,120.000,153,517,0.000,0.000
13,0,120.000,120.000,120.000,169,498,0.000,0.000
14,0,120.000,120.000,120.000,162,377,0.000,0.000
15,0,120.000,120.000,120.000,140,363,0.000,0.000
16,0,121.000,121.000,121.000,141,676,0.000,0.000
17,0,123.000,123.000,123.000,157,737,0.000,0.000
18,0,124.000,124.000,124.000,191,500,0.000,0.000
19,0,125.000,125.000,125.000,162,320,0.000,0.000
20,0,126.000,126.000,126.000,45,707,0.000,0.000
21,0,128.000,128.000,128.000,160,445,0.000,0.000
22,0,131.000,131.000,131.000,155,348,0.000,0.000
23,0,131.000,131.000,131.000,161,270,0.000,0.000
24,0,132.000,132.000,132.000,253,266,0.000,0.000
25,0,134.000,134.000,134.000,157,215,0.000,0.000
26,0,135.000,135.000,135.000,165,261,0.000,0.000
27,0,141.000,141.000,141.000,35,308,0.000,0.000
28,0,147.000,147.000,147.000,289,150,0.000,0.000
29,0,152.000,152.000,152.000,80,82,0.000,0.000
